ip		px:		py:		pz:
838		14.353		16.6618		3.96325
839		15.5074		16.6618		3.96325
840		0.5		0.5		5.11766
841		1.65442		0.5		5.11766
842		2.80883		0.5		5.11766
843		3.96325		0.5		5.11766
844		5.11766		0.5		5.11766
845		6.27208		0.5		5.11766
846		7.42649		0.5		5.11766
847		8.58091		0.5		5.11766
848		9.73533		0.5		5.11766
849		10.8897		0.5		5.11766
850		12.0442		0.5		5.11766
851		13.1986		0.5		5.11766
852		14.353		0.5		5.11766
853		15.5074		0.5		5.11766
854		0.5		1.65442		5.11766
855		1.65442		1.65442		5.11766
856		2.80883		1.65442		5.11766
857		3.96325		1.65442		5.11766
858		5.11766		1.65442		5.11766
859		6.27208		1.65442		5.11766
860		7.42649		1.65442		5.11766
861		8.58091		1.65442		5.11766
862		9.73533		1.65442		5.11766
863		10.8897		1.65442		5.11766
864		12.0442		1.65442		5.11766
865		13.1986		1.65442		5.11766
866		14.353		1.65442		5.11766
867		15.5074		1.65442		5.11766
868		0.5		2.80883		5.11766
869		1.65442		2.80883		5.11766
870		2.80883		2.80883		5.11766
871		3.96325		2.80883		5.11766
872		5.11766		2.80883		5.11766
873		6.27208		2.80883		5.11766
874		7.42649		2.80883		5.11766
875		8.58091		2.80883		5.11766
876		9.73533		2.80883		5.11766
877		10.8897		2.80883		5.11766
878		12.0442		2.80883		5.11766
879		13.1986		2.80883		5.11766
880		14.353		2.80883		5.11766
881		15.5074		2.80883		5.11766
882		0.5		3.96325		5.11766
883		1.65442		3.96325		5.11766
884		2.80883		3.96325		5.11766
885		3.96325		3.96325		5.11766
886		5.11766		3.96325		5.11766
887		6.27208		3.96325		5.11766
888		7.42649		3.96325		5.11766
889		8.58091		3.96325		5.11766
890		9.73533		3.96325		5.11766
891		10.8897		3.96325		5.11766
892		12.0442		3.96325		5.11766
893		13.1986		3.96325		5.11766
894		14.353		3.96325		5.11766
895		15.5074		3.96325		5.11766
896		0.5		5.11766		5.11766
897		1.65442		5.11766		5.11766
898		2.80883		5.11766		5.11766
899		3.96325		5.11766		5.11766
900		5.11766		5.11766		5.11766
901		6.27208		5.11766		5.11766
902		7.42649		5.11766		5.11766
903		8.58091		5.11766		5.11766
904		9.73533		5.11766		5.11766
905		10.8897		5.11766		5.11766
906		12.0442		5.11766		5.11766
907		13.1986		5.11766		5.11766
908		14.353		5.11766		5.11766
909		15.5074		5.11766		5.11766
910		0.5		6.27208		5.11766
911		1.65442		6.27208		5.11766
912		2.80883		6.27208		5.11766
913		3.96325		6.27208		5.11766
914		5.11766		6.27208		5.11766
915		6.27208		6.27208		5.11766
916		7.42649		6.27208		5.11766
917		8.58091		6.27208		5.11766
918		9.73533		6.27208		5.11766
919		10.8897		6.27208		5.11766
920		12.0442		6.27208		5.11766
921		13.1986		6.27208		5.11766
922		14.353		6.27208		5.11766
923		15.5074		6.27208		5.11766
924		0.5		7.42649		5.11766
925		1.65442		7.42649		5.11766
926		2.80883		7.42649		5.11766
927		3.96325		7.42649		5.11766
928		5.11766		7.42649		5.11766
929		6.27208		7.42649		5.11766
930		7.42649		7.42649		5.11766
931		8.58091		7.42649		5.11766
932		9.73533		7.42649		5.11766
933		10.8897		7.42649		5.11766
934		12.0442		7.42649		5.11766
935		13.1986		7.42649		5.11766
936		14.353		7.42649		5.11766
937		15.5074		7.42649		5.11766
938		0.5		8.58091		5.11766
939		1.65442		8.58091		5.11766
940		2.80883		8.58091		5.11766
941		3.96325		8.58091		5.11766
942		5.11766		8.58091		5.11766
943		6.27208		8.58091		5.11766
944		7.42649		8.58091		5.11766
945		8.58091		8.58091		5.11766
946		9.73533		8.58091		5.11766
947		10.8897		8.58091		5.11766
948		12.0442		8.58091		5.11766
949		13.1986		8.58091		5.11766
950		14.353		8.58091		5.11766
951		15.5074		8.58091		5.11766
952		0.5		9.73533		5.11766
953		1.65442		9.73533		5.11766
954		2.80883		9.73533		5.11766
955		3.96325		9.73533		5.11766
956		5.11766		9.73533		5.11766
957		6.27208		9.73533		5.11766
958		7.42649		9.73533		5.11766
959		8.58091		9.73533		5.11766
960		9.73533		9.73533		5.11766
961		10.8897		9.73533		5.11766
962		12.0442		9.73533		5.11766
963		13.1986		9.73533		5.11766
964		14.353		9.73533		5.11766
965		15.5074		9.73533		5.11766
966		0.5		10.8897		5.11766
967		1.65442		10.8897		5.11766
968		2.80883		10.8897		5.11766
969		3.96325		10.8897		5.11766
970		5.11766		10.8897		5.11766
971		6.27208		10.8897		5.11766
972		7.42649		10.8897		5.11766
973		8.58091		10.8897		5.11766
974		9.73533		10.8897		5.11766
975		10.8897		10.8897		5.11766
976		12.0442		10.8897		5.11766
977		13.1986		10.8897		5.11766
978		14.353		10.8897		5.11766
979		15.5074		10.8897		5.11766
980		0.5		12.0442		5.11766
981		1.65442		12.0442		5.11766
982		2.80883		12.0442		5.11766
983		3.96325		12.0442		5.11766
984		5.11766		12.0442		5.11766
985		6.27208		12.0442		5.11766
986		7.42649		12.0442		5.11766
987		8.58091		12.0442		5.11766
988		9.73533		12.0442		5.11766
989		10.8897		12.0442		5.11766
990		12.0442		12.0442		5.11766
991		13.1986		12.0442		5.11766
992		14.353		12.0442		5.11766
993		15.5074		12.0442		5.11766
994		0.5		13.1986		5.11766
995		1.65442		13.1986		5.11766
996		2.80883		13.1986		5.11766
997		3.96325		13.1986		5.11766
998		5.11766		13.1986		5.11766
999		6.27208		13.1986		5.11766
1000		7.42649		13.1986		5.11766
1001		8.58091		13.1986		5.11766
1002		9.73533		13.1986		5.11766
1003		10.8897		13.1986		5.11766
1004		12.0442		13.1986		5.11766
1005		13.1986		13.1986		5.11766
1006		14.353		13.1986		5.11766
1007		15.5074		13.1986		5.11766
1008		0.5		14.353		5.11766
1009		1.65442		14.353		5.11766
1010		2.80883		14.353		5.11766
1011		3.96325		14.353		5.11766
1012		5.11766		14.353		5.11766
1013		6.27208		14.353		5.11766
1014		7.42649		14.353		5.11766
1015		8.58091		14.353		5.11766
1016		9.73533		14.353		5.11766
1017		10.8897		14.353		5.11766
1018		12.0442		14.353		5.11766
1019		13.1986		14.353		5.11766
1020		14.353		14.353		5.11766
1021		15.5074		14.353		5.11766
1022		0.5		15.5074		5.11766
1023		1.65442		15.5074		5.11766
1024		2.80883		15.5074		5.11766
1025		3.96325		15.5074		5.11766
1026		5.11766		15.5074		5.11766
1027		6.27208		15.5074		5.11766
1028		7.42649		15.5074		5.11766
1029		8.58091		15.5074		5.11766
1030		9.73533		15.5074		5.11766
1031		10.8897		15.5074		5.11766
1032		12.0442		15.5074		5.11766
1033		13.1986		15.5074		5.11766
1034		14.353		15.5074		5.11766
1035		15.5074		15.5074		5.11766
1036		0.5		16.6618		5.11766
1037		1.65442		16.6618		5.11766
1038		2.80883		16.6618		5.11766
1039		3.96325		16.6618		5.11766
1040		5.11766		16.6618		5.11766
1041		6.27208		16.6618		5.11766
1042		7.42649		16.6618		5.11766
1043		8.58091		16.6618		5.11766
1044		9.73533		16.6618		5.11766
1045		10.8897		16.6618		5.11766
1046		12.0442		16.6618		5.11766
1047		13.1986		16.6618		5.11766
1048		14.353		16.6618		5.11766
1049		15.5074		16.6618		5.11766
1050		0.5		0.5		6.27208
1051		1.65442		0.5		6.27208
1052		2.80883		0.5		6.27208
1053		3.96325		0.5		6.27208
1054		5.11766		0.5		6.27208
1055		6.27208		0.5		6.27208
1056		7.42649		0.5		6.27208
1057		8.58091		0.5		6.27208
1058		9.73533		0.5		6.27208
1059		10.8897		0.5		6.27208
1060		12.0442		0.5		6.27208
1061		13.1986		0.5		6.27208
1062		14.353		0.5		6.27208
1063		15.5074		0.5		6.27208
1064		0.5		1.65442		6.27208
1065		1.65442		1.65442		6.27208
1066		2.80883		1.65442		6.27208
1067		3.96325		1.65442		6.27208
1068		5.11766		1.65442		6.27208
1069		6.27208		1.65442		6.27208
1070		7.42649		1.65442		6.27208
1071		8.58091		1.65442		6.27208
1072		9.73533		1.65442		6.27208
1073		10.8897		1.65442		6.27208
1074		12.0442		1.65442		6.27208
1075		13.1986		1.65442		6.27208
1076		14.353		1.65442		6.27208
1077		15.5074		1.65442		6.27208
1078		0.5		2.80883		6.27208
1079		1.65442		2.80883		6.27208
1080		2.80883		2.80883		6.27208
1081		3.96325		2.80883		6.27208
1082		5.11766		2.80883		6.27208
1083		6.27208		2.80883		6.27208
1084		7.42649		2.80883		6.27208
1085		8.58091		2.80883		6.27208
1086		9.73533		2.80883		6.27208
1087		10.8897		2.80883		6.27208
1088		12.0442		2.80883		6.27208
1089		13.1986		2.80883		6.27208
1090		14.353		2.80883		6.27208
1091		15.5074		2.80883		6.27208
1092		0.5		3.96325		6.27208
1093		1.65442		3.96325		6.27208
1094		2.80883		3.96325		6.27208
1095		3.96325		3.96325		6.27208
1096		5.11766		3.96325		6.27208
1097		6.27208		3.96325		6.27208
1098		7.42649		3.96325		6.27208
1099		8.58091		3.96325		6.27208
1100		9.73533		3.96325		6.27208
1101		10.8897		3.96325		6.27208
1102		12.0442		3.96325		6.27208
1103		13.1986		3.96325		6.27208
1104		14.353		3.96325		6.27208
1105		15.5074		3.96325		6.27208
1106		0.5		5.11766		6.27208
1107		1.65442		5.11766		6.27208
1108		2.80883		5.11766		6.27208
1109		3.96325		5.11766		6.27208
1110		5.11766		5.11766		6.27208
1111		6.27208		5.11766		6.27208
1112		7.42649		5.11766		6.27208
1113		8.58091		5.11766		6.27208
1114		9.73533		5.11766		6.27208
1115		10.8897		5.11766		6.27208
1116		12.0442		5.11766		6.27208
1117		13.1986		5.11766		6.27208
1118		14.353		5.11766		6.27208
1119		15.5074		5.11766		6.27208
1120		0.5		6.27208		6.27208
1121		1.65442		6.27208		6.27208
1122		2.80883		6.27208		6.27208
1123		3.96325		6.27208		6.27208
1124		5.11766		6.27208		6.27208
1125		6.27208		6.27208		6.27208
1126		7.42649		6.27208		6.27208
1127		8.58091		6.27208		6.27208
1128		9.73533		6.27208		6.27208
1129		10.8897		6.27208		6.27208
1130		12.0442		6.27208		6.27208
1131		13.1986		6.27208		6.27208
1132		14.353		6.27208		6.27208
1133		15.5074		6.27208		6.27208
1134		0.5		7.42649		6.27208
1135		1.65442		7.42649		6.27208
1136		2.80883		7.42649		6.27208
1137		3.96325		7.42649		6.27208
1138		5.11766		7.42649		6.27208
1139		6.27208		7.42649		6.27208
1140		7.42649		7.42649		6.27208
1141		8.58091		7.42649		6.27208
1142		9.73533		7.42649		6.27208
1143		10.8897		7.42649		6.27208
1144		12.0442		7.42649		6.27208
1145		13.1986		7.42649		6.27208
1146		14.353		7.42649		6.27208
1147		15.5074		7.42649		6.27208
1148		0.5		8.58091		6.27208
1149		1.65442		8.58091		6.27208
1150		2.80883		8.58091		6.27208
1151		3.96325		8.58091		6.27208
1152		5.11766		8.58091		6.27208
1153		6.27208		8.58091		6.27208
1154		7.42649		8.58091		6.27208
1155		8.58091		8.58091		6.27208
1156		9.73533		8.58091		6.27208
1157		10.8897		8.58091		6.27208
1158		12.0442		8.58091		6.27208
1159		13.1986		8.58091		6.27208
1160		14.353		8.58091		6.27208
1161		15.5074		8.58091		6.27208
1162		0.5		9.73533		6.27208
1163		1.65442		9.73533		6.27208
1164		2.80883		9.73533		6.27208
1165		3.96325		9.73533		6.27208
1166		5.11766		9.73533		6.27208
1167		6.27208		9.73533		6.27208
1168		7.42649		9.73533		6.27208
1169		8.58091		9.73533		6.27208
1170		9.73533		9.73533		6.27208
1171		10.8897		9.73533		6.27208
1172		12.0442		9.73533		6.27208
1173		13.1986		9.73533		6.27208
1174		14.353		9.73533		6.27208
1175		15.5074		9.73533		6.27208
1176		0.5		10.8897		6.27208
1177		1.65442		10.8897		6.27208
1178		2.80883		10.8897		6.27208
1179		3.96325		10.8897		6.27208
1180		5.11766		10.8897		6.27208
1181		6.27208		10.8897		6.27208
1182		7.42649		10.8897		6.27208
1183		8.58091		10.8897		6.27208
1184		9.73533		10.8897		6.27208
1185		10.8897		10.8897		6.27208
1186		12.0442		10.8897		6.27208
1187		13.1986		10.8897		6.27208
1188		14.353		10.8897		6.27208
1189		15.5074		10.8897		6.27208
1190		0.5		12.0442		6.27208
1191		1.65442		12.0442		6.27208
1192		2.80883		12.0442		6.27208
1193		3.96325		12.0442		6.27208
1194		5.11766		12.0442		6.27208
1195		6.27208		12.0442		6.27208
1196		7.42649		12.0442		6.27208
1197		8.58091		12.0442		6.27208
1198		9.73533		12.0442		6.27208
1199		10.8897		12.0442		6.27208
1200		12.0442		12.0442		6.27208
1201		13.1986		12.0442		6.27208
1202		14.353		12.0442		6.27208
1203		15.5074		12.0442		6.27208
1204		0.5		13.1986		6.27208
1205		1.65442		13.1986		6.27208
1206		2.80883		13.1986		6.27208
1207		3.96325		13.1986		6.27208
1208		5.11766		13.1986		6.27208
1209		6.27208		13.1986		6.27208
1210		7.42649		13.1986		6.27208
1211		8.58091		13.1986		6.27208
1212		9.73533		13.1986		6.27208
1213		10.8897		13.1986		6.27208
1214		12.0442		13.1986		6.27208
1215		13.1986		13.1986		6.27208
1216		14.353		13.1986		6.27208
1217		15.5074		13.1986		6.27208
1218		0.5		14.353		6.27208
1219		1.65442		14.353		6.27208
1220		2.80883		14.353		6.27208
1221		3.96325		14.353		6.27208
1222		5.11766		14.353		6.27208
1223		6.27208		14.353		6.27208
1224		7.42649		14.353		6.27208
1225		8.58091		14.353		6.27208
1226		9.73533		14.353		6.27208
1227		10.8897		14.353		6.27208
1228		12.0442		14.353		6.27208
1229		13.1986		14.353		6.27208
1230		14.353		14.353		6.27208
1231		15.5074		14.353		6.27208
1232		0.5		15.5074		6.27208
1233		1.65442		15.5074		6.27208
1234		2.80883		15.5074		6.27208
1235		3.96325		15.5074		6.27208
1236		5.11766		15.5074		6.27208
1237		6.27208		15.5074		6.27208
1238		7.42649		15.5074		6.27208
1239		8.58091		15.5074		6.27208
1240		9.73533		15.5074		6.27208
1241		10.8897		15.5074		6.27208
1242		12.0442		15.5074		6.27208
1243		13.1986		15.5074		6.27208
1244		14.353		15.5074		6.27208
1245		15.5074		15.5074		6.27208
1246		0.5		16.6618		6.27208
1247		1.65442		16.6618		6.27208
1248		2.80883		16.6618		6.27208
1249		3.96325		16.6618		6.27208
1250		5.11766		16.6618		6.27208
1251		6.27208		16.6618		6.27208
1252		7.42649		16.6618		6.27208
1253		8.58091		16.6618		6.27208
1254		9.73533		16.6618		6.27208
1255		10.8897		16.6618		6.27208
1256		12.0442		16.6618		6.27208
1257		13.1986		16.6618		6.27208
1258		14.353		16.6618		6.27208
1259		15.5074		16.6618		6.27208
1260		0.5		0.5		7.42649
1261		1.65442		0.5		7.42649
1262		2.80883		0.5		7.42649
1263		3.96325		0.5		7.42649
1264		5.11766		0.5		7.42649
1265		6.27208		0.5		7.42649
1266		7.42649		0.5		7.42649
1267		8.58091		0.5		7.42649
1268		9.73533		0.5		7.42649
1269		10.8897		0.5		7.42649
1270		12.0442		0.5		7.42649
1271		13.1986		0.5		7.42649
1272		14.353		0.5		7.42649
1273		15.5074		0.5		7.42649
1274		0.5		1.65442		7.42649
1275		1.65442		1.65442		7.42649
1276		2.80883		1.65442		7.42649
1277		3.96325		1.65442		7.42649
1278		5.11766		1.65442		7.42649
1279		6.27208		1.65442		7.42649
1280		7.42649		1.65442		7.42649
1281		8.58091		1.65442		7.42649
1282		9.73533		1.65442		7.42649
1283		10.8897		1.65442		7.42649
1284		12.0442		1.65442		7.42649
1285		13.1986		1.65442		7.42649
1286		14.353		1.65442		7.42649
1287		15.5074		1.65442		7.42649
1288		0.5		2.80883		7.42649
1289		1.65442		2.80883		7.42649
1290		2.80883		2.80883		7.42649
1291		3.96325		2.80883		7.42649
1292		5.11766		2.80883		7.42649
1293		6.27208		2.80883		7.42649
1294		7.42649		2.80883		7.42649
1295		8.58091		2.80883		7.42649
1296		9.73533		2.80883		7.42649
1297		10.8897		2.80883		7.42649
1298		12.0442		2.80883		7.42649
1299		13.1986		2.80883		7.42649
1300		14.353		2.80883		7.42649
1301		15.5074		2.80883		7.42649
1302		0.5		3.96325		7.42649
1303		1.65442		3.96325		7.42649
1304		2.80883		3.96325		7.42649
1305		3.96325		3.96325		7.42649
1306		5.11766		3.96325		7.42649
1307		6.27208		3.96325		7.42649
1308		7.42649		3.96325		7.42649
1309		8.58091		3.96325		7.42649
1310		9.73533		3.96325		7.42649
1311		10.8897		3.96325		7.42649
1312		12.0442		3.96325		7.42649
1313		13.1986		3.96325		7.42649
1314		14.353		3.96325		7.42649
1315		15.5074		3.96325		7.42649
1316		0.5		5.11766		7.42649
1317		1.65442		5.11766		7.42649
1318		2.80883		5.11766		7.42649
1319		3.96325		5.11766		7.42649
1320		5.11766		5.11766		7.42649
1321		6.27208		5.11766		7.42649
1322		7.42649		5.11766		7.42649
1323		8.58091		5.11766		7.42649
1324		9.73533		5.11766		7.42649
1325		10.8897		5.11766		7.42649
1326		12.0442		5.11766		7.42649
1327		13.1986		5.11766		7.42649
1328		14.353		5.11766		7.42649
1329		15.5074		5.11766		7.42649
1330		0.5		6.27208		7.42649
1331		1.65442		6.27208		7.42649
1332		2.80883		6.27208		7.42649
1333		3.96325		6.27208		7.42649
1334		5.11766		6.27208		7.42649
1335		6.27208		6.27208		7.42649
1336		7.42649		6.27208		7.42649
1337		8.58091		6.27208		7.42649
1338		9.73533		6.27208		7.42649
1339		10.8897		6.27208		7.42649
1340		12.0442		6.27208		7.42649
1341		13.1986		6.27208		7.42649
1342		14.353		6.27208		7.42649
1343		15.5074		6.27208		7.42649
1344		0.5		7.42649		7.42649
1345		1.65442		7.42649		7.42649
1346		2.80883		7.42649		7.42649
1347		3.96325		7.42649		7.42649
1348		5.11766		7.42649		7.42649
1349		6.27208		7.42649		7.42649
1350		7.42649		7.42649		7.42649
1351		8.58091		7.42649		7.42649
1352		9.73533		7.42649		7.42649
1353		10.8897		7.42649		7.42649
1354		12.0442		7.42649		7.42649
1355		13.1986		7.42649		7.42649
1356		14.353		7.42649		7.42649
1357		15.5074		7.42649		7.42649
1358		0.5		8.58091		7.42649
1359		1.65442		8.58091		7.42649
1360		2.80883		8.58091		7.42649
1361		3.96325		8.58091		7.42649
1362		5.11766		8.58091		7.42649
1363		6.27208		8.58091		7.42649
1364		7.42649		8.58091		7.42649
1365		8.58091		8.58091		7.42649
1366		9.73533		8.58091		7.42649
1367		10.8897		8.58091		7.42649
1368		12.0442		8.58091		7.42649
1369		13.1986		8.58091		7.42649
1370		14.353		8.58091		7.42649
1371		15.5074		8.58091		7.42649
1372		0.5		9.73533		7.42649
1373		1.65442		9.73533		7.42649
1374		2.80883		9.73533		7.42649
1375		3.96325		9.73533		7.42649
1376		5.11766		9.73533		7.42649
1377		6.27208		9.73533		7.42649
1378		7.42649		9.73533		7.42649
1379		8.58091		9.73533		7.42649
1380		9.73533		9.73533		7.42649
1381		10.8897		9.73533		7.42649
1382		12.0442		9.73533		7.42649
1383		13.1986		9.73533		7.42649
1384		14.353		9.73533		7.42649
1385		15.5074		9.73533		7.42649
1386		0.5		10.8897		7.42649
1387		1.65442		10.8897		7.42649
1388		2.80883		10.8897		7.42649
1389		3.96325		10.8897		7.42649
1390		5.11766		10.8897		7.42649
1391		6.27208		10.8897		7.42649
1392		7.42649		10.8897		7.42649
1393		8.58091		10.8897		7.42649
1394		9.73533		10.8897		7.42649
1395		10.8897		10.8897		7.42649
1396		12.0442		10.8897		7.42649
1397		13.1986		10.8897		7.42649
1398		14.353		10.8897		7.42649
1399		15.5074		10.8897		7.42649
1400		0.5		12.0442		7.42649
1401		1.65442		12.0442		7.42649
1402		2.80883		12.0442		7.42649
1403		3.96325		12.0442		7.42649
1404		5.11766		12.0442		7.42649
1405		6.27208		12.0442		7.42649
1406		7.42649		12.0442		7.42649
1407		8.58091		12.0442		7.42649
1408		9.73533		12.0442		7.42649
1409		10.8897		12.0442		7.42649
1410		12.0442		12.0442		7.42649
1411		13.1986		12.0442		7.42649
1412		14.353		12.0442		7.42649
1413		15.5074		12.0442		7.42649
1414		0.5		13.1986		7.42649
1415		1.65442		13.1986		7.42649
1416		2.80883		13.1986		7.42649
1417		3.96325		13.1986		7.42649
1418		5.11766		13.1986		7.42649
1419		6.27208		13.1986		7.42649
1420		7.42649		13.1986		7.42649
1421		8.58091		13.1986		7.42649
1422		9.73533		13.1986		7.42649
1423		10.8897		13.1986		7.42649
1424		12.0442		13.1986		7.42649
1425		13.1986		13.1986		7.42649
1426		14.353		13.1986		7.42649
1427		15.5074		13.1986		7.42649
1428		0.5		14.353		7.42649
1429		1.65442		14.353		7.42649
1430		2.80883		14.353		7.42649
1431		3.96325		14.353		7.42649
1432		5.11766		14.353		7.42649
1433		6.27208		14.353		7.42649
1434		7.42649		14.353		7.42649
1435		8.58091		14.353		7.42649
1436		9.73533		14.353		7.42649
1437		10.8897		14.353		7.42649
1438		12.0442		14.353		7.42649
1439		13.1986		14.353		7.42649
1440		14.353		14.353		7.42649
1441		15.5074		14.353		7.42649
1442		0.5		15.5074		7.42649
1443		1.65442		15.5074		7.42649
1444		2.80883		15.5074		7.42649
1445		3.96325		15.5074		7.42649
1446		5.11766		15.5074		7.42649
1447		6.27208		15.5074		7.42649
1448		7.42649		15.5074		7.42649
1449		8.58091		15.5074		7.42649
1450		9.73533		15.5074		7.42649
1451		10.8897		15.5074		7.42649
1452		12.0442		15.5074		7.42649
1453		13.1986		15.5074		7.42649
1454		14.353		15.5074		7.42649
1455		15.5074		15.5074		7.42649
1456		0.5		16.6618		7.42649
1457		1.65442		16.6618		7.42649
1458		2.80883		16.6618		7.42649
1459		3.96325		16.6618		7.42649
1460		5.11766		16.6618		7.42649
1461		6.27208		16.6618		7.42649
1462		7.42649		16.6618		7.42649
1463		8.58091		16.6618		7.42649
1464		9.73533		16.6618		7.42649
1465		10.8897		16.6618		7.42649
1466		12.0442		16.6618		7.42649
1467		13.1986		16.6618		7.42649
1468		14.353		16.6618		7.42649
1469		15.5074		16.6618		7.42649
1470		0.5		0.5		8.58091
1471		1.65442		0.5		8.58091
1472		2.80883		0.5		8.58091
1473		3.96325		0.5		8.58091
1474		5.11766		0.5		8.58091
1475		6.27208		0.5		8.58091
1476		7.42649		0.5		8.58091
1477		8.58091		0.5		8.58091
1478		9.73533		0.5		8.58091
1479		10.8897		0.5		8.58091
1480		12.0442		0.5		8.58091
1481		13.1986		0.5		8.58091
1482		14.353		0.5		8.58091
1483		15.5074		0.5		8.58091
1484		0.5		1.65442		8.58091
1485		1.65442		1.65442		8.58091
1486		2.80883		1.65442		8.58091
1487		3.96325		1.65442		8.58091
1488		5.11766		1.65442		8.58091
1489		6.27208		1.65442		8.58091
1490		7.42649		1.65442		8.58091
1491		8.58091		1.65442		8.58091
1492		9.73533		1.65442		8.58091
1493		10.8897		1.65442		8.58091
1494		12.0442		1.65442		8.58091
1495		13.1986		1.65442		8.58091
1496		14.353		1.65442		8.58091
1497		15.5074		1.65442		8.58091
1498		0.5		2.80883		8.58091
1499		1.65442		2.80883		8.58091
1500		2.80883		2.80883		8.58091
1501		3.96325		2.80883		8.58091
1502		5.11766		2.80883		8.58091
1503		6.27208		2.80883		8.58091
1504		7.42649		2.80883		8.58091
1505		8.58091		2.80883		8.58091
1506		9.73533		2.80883		8.58091
1507		10.8897		2.80883		8.58091
1508		12.0442		2.80883		8.58091
1509		13.1986		2.80883		8.58091
1510		14.353		2.80883		8.58091
1511		15.5074		2.80883		8.58091
1512		0.5		3.96325		8.58091
1513		1.65442		3.96325		8.58091
1514		2.80883		3.96325		8.58091
1515		3.96325		3.96325		8.58091
1516		5.11766		3.96325		8.58091
1517		6.27208		3.96325		8.58091
1518		7.42649		3.96325		8.58091
1519		8.58091		3.96325		8.58091
1520		9.73533		3.96325		8.58091
1521		10.8897		3.96325		8.58091
1522		12.0442		3.96325		8.58091
1523		13.1986		3.96325		8.58091
1524		14.353		3.96325		8.58091
1525		15.5074		3.96325		8.58091
1526		0.5		5.11766		8.58091
1527		1.65442		5.11766		8.58091
1528		2.80883		5.11766		8.58091
1529		3.96325		5.11766		8.58091
1530		5.11766		5.11766		8.58091
1531		6.27208		5.11766		8.58091
1532		7.42649		5.11766		8.58091
1533		8.58091		5.11766		8.58091
1534		9.73533		5.11766		8.58091
1535		10.8897		5.11766		8.58091
1536		12.0442		5.11766		8.58091
1537		13.1986		5.11766		8.58091
1538		14.353		5.11766		8.58091
1539		15.5074		5.11766		8.58091
1540		0.5		6.27208		8.58091
1541		1.65442		6.27208		8.58091
1542		2.80883		6.27208		8.58091
1543		3.96325		6.27208		8.58091
1544		5.11766		6.27208		8.58091
1545		6.27208		6.27208		8.58091
1546		7.42649		6.27208		8.58091
1547		8.58091		6.27208		8.58091
1548		9.73533		6.27208		8.58091
1549		10.8897		6.27208		8.58091
1550		12.0442		6.27208		8.58091
1551		13.1986		6.27208		8.58091
1552		14.353		6.27208		8.58091
1553		15.5074		6.27208		8.58091
1554		0.5		7.42649		8.58091
1555		1.65442		7.42649		8.58091
1556		2.80883		7.42649		8.58091
1557		3.96325		7.42649		8.58091
1558		5.11766		7.42649		8.58091
1559		6.27208		7.42649		8.58091
1560		7.42649		7.42649		8.58091
1561		8.58091		7.42649		8.58091
1562		9.73533		7.42649		8.58091
1563		10.8897		7.42649		8.58091
1564		12.0442		7.42649		8.58091
1565		13.1986		7.42649		8.58091
1566		14.353		7.42649		8.58091
1567		15.5074		7.42649		8.58091
1568		0.5		8.58091		8.58091
1569		1.65442		8.58091		8.58091
1570		2.80883		8.58091		8.58091
1571		3.96325		8.58091		8.58091
1572		5.11766		8.58091		8.58091
1573		6.27208		8.58091		8.58091
1574		7.42649		8.58091		8.58091
1575		8.58091		8.58091		8.58091
1576		9.73533		8.58091		8.58091
1577		10.8897		8.58091		8.58091
1578		12.0442		8.58091		8.58091
1579		13.1986		8.58091		8.58091
1580		14.353		8.58091		8.58091
1581		15.5074		8.58091		8.58091
1582		0.5		9.73533		8.58091
1583		1.65442		9.73533		8.58091
1584		2.80883		9.73533		8.58091
1585		3.96325		9.73533		8.58091
1586		5.11766		9.73533		8.58091
1587		6.27208		9.73533		8.58091
1588		7.42649		9.73533		8.58091
1589		8.58091		9.73533		8.58091
1590		9.73533		9.73533		8.58091
1591		10.8897		9.73533		8.58091
1592		12.0442		9.73533		8.58091
1593		13.1986		9.73533		8.58091
1594		14.353		9.73533		8.58091
1595		15.5074		9.73533		8.58091
1596		0.5		10.8897		8.58091
1597		1.65442		10.8897		8.58091
1598		2.80883		10.8897		8.58091
1599		3.96325		10.8897		8.58091
1600		5.11766		10.8897		8.58091
1601		6.27208		10.8897		8.58091
1602		7.42649		10.8897		8.58091
1603		8.58091		10.8897		8.58091
1604		9.73533		10.8897		8.58091
1605		10.8897		10.8897		8.58091
1606		12.0442		10.8897		8.58091
1607		13.1986		10.8897		8.58091
1608		14.353		10.8897		8.58091
1609		15.5074		10.8897		8.58091
1610		0.5		12.0442		8.58091
1611		1.65442		12.0442		8.58091
1612		2.80883		12.0442		8.58091
1613		3.96325		12.0442		8.58091
1614		5.11766		12.0442		8.58091
1615		6.27208		12.0442		8.58091
1616		7.42649		12.0442		8.58091
1617		8.58091		12.0442		8.58091
1618		9.73533		12.0442		8.58091
1619		10.8897		12.0442		8.58091
1620		12.0442		12.0442		8.58091
1621		13.1986		12.0442		8.58091
1622		14.353		12.0442		8.58091
1623		15.5074		12.0442		8.58091
1624		0.5		13.1986		8.58091
1625		1.65442		13.1986		8.58091
1626		2.80883		13.1986		8.58091
1627		3.96325		13.1986		8.58091
1628		5.11766		13.1986		8.58091
1629		6.27208		13.1986		8.58091
1630		7.42649		13.1986		8.58091
1631		8.58091		13.1986		8.58091
1632		9.73533		13.1986		8.58091
1633		10.8897		13.1986		8.58091
1634		12.0442		13.1986		8.58091
