ip		px:		py:		pz:
1635		13.1986		13.1986		8.58091
1636		14.353		13.1986		8.58091
1637		15.5074		13.1986		8.58091
1638		0.5		14.353		8.58091
1639		1.65442		14.353		8.58091
1640		2.80883		14.353		8.58091
1641		3.96325		14.353		8.58091
1642		5.11766		14.353		8.58091
1643		6.27208		14.353		8.58091
1644		7.42649		14.353		8.58091
1645		8.58091		14.353		8.58091
1646		9.73533		14.353		8.58091
1647		10.8897		14.353		8.58091
1648		12.0442		14.353		8.58091
1649		13.1986		14.353		8.58091
1650		14.353		14.353		8.58091
1651		15.5074		14.353		8.58091
1652		0.5		15.5074		8.58091
1653		1.65442		15.5074		8.58091
1654		2.80883		15.5074		8.58091
1655		3.96325		15.5074		8.58091
1656		5.11766		15.5074		8.58091
1657		6.27208		15.5074		8.58091
1658		7.42649		15.5074		8.58091
1659		8.58091		15.5074		8.58091
1660		9.73533		15.5074		8.58091
1661		10.8897		15.5074		8.58091
1662		12.0442		15.5074		8.58091
1663		13.1986		15.5074		8.58091
1664		14.353		15.5074		8.58091
1665		15.5074		15.5074		8.58091
1666		0.5		16.6618		8.58091
1667		1.65442		16.6618		8.58091
1668		2.80883		16.6618		8.58091
1669		3.96325		16.6618		8.58091
1670		5.11766		16.6618		8.58091
1671		6.27208		16.6618		8.58091
1672		7.42649		16.6618		8.58091
1673		8.58091		16.6618		8.58091
1674		9.73533		16.6618		8.58091
1675		10.8897		16.6618		8.58091
1676		12.0442		16.6618		8.58091
1677		13.1986		16.6618		8.58091
1678		14.353		16.6618		8.58091
1679		15.5074		16.6618		8.58091
1680		0.5		0.5		9.73533
1681		1.65442		0.5		9.73533
1682		2.80883		0.5		9.73533
1683		3.96325		0.5		9.73533
1684		5.11766		0.5		9.73533
1685		6.27208		0.5		9.73533
1686		7.42649		0.5		9.73533
1687		8.58091		0.5		9.73533
1688		9.73533		0.5		9.73533
1689		10.8897		0.5		9.73533
1690		12.0442		0.5		9.73533
1691		13.1986		0.5		9.73533
1692		14.353		0.5		9.73533
1693		15.5074		0.5		9.73533
1694		0.5		1.65442		9.73533
1695		1.65442		1.65442		9.73533
1696		2.80883		1.65442		9.73533
1697		3.96325		1.65442		9.73533
1698		5.11766		1.65442		9.73533
1699		6.27208		1.65442		9.73533
1700		7.42649		1.65442		9.73533
1701		8.58091		1.65442		9.73533
1702		9.73533		1.65442		9.73533
1703		10.8897		1.65442		9.73533
1704		12.0442		1.65442		9.73533
1705		13.1986		1.65442		9.73533
1706		14.353		1.65442		9.73533
1707		15.5074		1.65442		9.73533
1708		0.5		2.80883		9.73533
1709		1.65442		2.80883		9.73533
1710		2.80883		2.80883		9.73533
1711		3.96325		2.80883		9.73533
1712		5.11766		2.80883		9.73533
1713		6.27208		2.80883		9.73533
1714		7.42649		2.80883		9.73533
1715		8.58091		2.80883		9.73533
1716		9.73533		2.80883		9.73533
1717		10.8897		2.80883		9.73533
1718		12.0442		2.80883		9.73533
1719		13.1986		2.80883		9.73533
1720		14.353		2.80883		9.73533
1721		15.5074		2.80883		9.73533
1722		0.5		3.96325		9.73533
1723		1.65442		3.96325		9.73533
1724		2.80883		3.96325		9.73533
1725		3.96325		3.96325		9.73533
1726		5.11766		3.96325		9.73533
1727		6.27208		3.96325		9.73533
1728		7.42649		3.96325		9.73533
1729		8.58091		3.96325		9.73533
1730		9.73533		3.96325		9.73533
1731		10.8897		3.96325		9.73533
1732		12.0442		3.96325		9.73533
1733		13.1986		3.96325		9.73533
1734		14.353		3.96325		9.73533
1735		15.5074		3.96325		9.73533
1736		0.5		5.11766		9.73533
1737		1.65442		5.11766		9.73533
1738		2.80883		5.11766		9.73533
1739		3.96325		5.11766		9.73533
1740		5.11766		5.11766		9.73533
1741		6.27208		5.11766		9.73533
1742		7.42649		5.11766		9.73533
1743		8.58091		5.11766		9.73533
1744		9.73533		5.11766		9.73533
1745		10.8897		5.11766		9.73533
1746		12.0442		5.11766		9.73533
1747		13.1986		5.11766		9.73533
1748		14.353		5.11766		9.73533
1749		15.5074		5.11766		9.73533
1750		0.5		6.27208		9.73533
1751		1.65442		6.27208		9.73533
1752		2.80883		6.27208		9.73533
1753		3.96325		6.27208		9.73533
1754		5.11766		6.27208		9.73533
1755		6.27208		6.27208		9.73533
1756		7.42649		6.27208		9.73533
1757		8.58091		6.27208		9.73533
1758		9.73533		6.27208		9.73533
1759		10.8897		6.27208		9.73533
1760		12.0442		6.27208		9.73533
1761		13.1986		6.27208		9.73533
1762		14.353		6.27208		9.73533
1763		15.5074		6.27208		9.73533
1764		0.5		7.42649		9.73533
1765		1.65442		7.42649		9.73533
1766		2.80883		7.42649		9.73533
1767		3.96325		7.42649		9.73533
1768		5.11766		7.42649		9.73533
1769		6.27208		7.42649		9.73533
1770		7.42649		7.42649		9.73533
1771		8.58091		7.42649		9.73533
1772		9.73533		7.42649		9.73533
1773		10.8897		7.42649		9.73533
1774		12.0442		7.42649		9.73533
1775		13.1986		7.42649		9.73533
1776		14.353		7.42649		9.73533
1777		15.5074		7.42649		9.73533
1778		0.5		8.58091		9.73533
1779		1.65442		8.58091		9.73533
1780		2.80883		8.58091		9.73533
1781		3.96325		8.58091		9.73533
1782		5.11766		8.58091		9.73533
1783		6.27208		8.58091		9.73533
1784		7.42649		8.58091		9.73533
1785		8.58091		8.58091		9.73533
1786		9.73533		8.58091		9.73533
1787		10.8897		8.58091		9.73533
1788		12.0442		8.58091		9.73533
1789		13.1986		8.58091		9.73533
1790		14.353		8.58091		9.73533
1791		15.5074		8.58091		9.73533
1792		0.5		9.73533		9.73533
1793		1.65442		9.73533		9.73533
1794		2.80883		9.73533		9.73533
1795		3.96325		9.73533		9.73533
1796		5.11766		9.73533		9.73533
1797		6.27208		9.73533		9.73533
1798		7.42649		9.73533		9.73533
1799		8.58091		9.73533		9.73533
1800		9.73533		9.73533		9.73533
1801		10.8897		9.73533		9.73533
1802		12.0442		9.73533		9.73533
1803		13.1986		9.73533		9.73533
1804		14.353		9.73533		9.73533
1805		15.5074		9.73533		9.73533
1806		0.5		10.8897		9.73533
1807		1.65442		10.8897		9.73533
1808		2.80883		10.8897		9.73533
1809		3.96325		10.8897		9.73533
1810		5.11766		10.8897		9.73533
1811		6.27208		10.8897		9.73533
1812		7.42649		10.8897		9.73533
1813		8.58091		10.8897		9.73533
1814		9.73533		10.8897		9.73533
1815		10.8897		10.8897		9.73533
1816		12.0442		10.8897		9.73533
1817		13.1986		10.8897		9.73533
1818		14.353		10.8897		9.73533
1819		15.5074		10.8897		9.73533
1820		0.5		12.0442		9.73533
1821		1.65442		12.0442		9.73533
1822		2.80883		12.0442		9.73533
1823		3.96325		12.0442		9.73533
1824		5.11766		12.0442		9.73533
1825		6.27208		12.0442		9.73533
1826		7.42649		12.0442		9.73533
1827		8.58091		12.0442		9.73533
1828		9.73533		12.0442		9.73533
1829		10.8897		12.0442		9.73533
1830		12.0442		12.0442		9.73533
1831		13.1986		12.0442		9.73533
1832		14.353		12.0442		9.73533
1833		15.5074		12.0442		9.73533
1834		0.5		13.1986		9.73533
1835		1.65442		13.1986		9.73533
1836		2.80883		13.1986		9.73533
1837		3.96325		13.1986		9.73533
1838		5.11766		13.1986		9.73533
1839		6.27208		13.1986		9.73533
1840		7.42649		13.1986		9.73533
1841		8.58091		13.1986		9.73533
1842		9.73533		13.1986		9.73533
1843		10.8897		13.1986		9.73533
1844		12.0442		13.1986		9.73533
1845		13.1986		13.1986		9.73533
1846		14.353		13.1986		9.73533
1847		15.5074		13.1986		9.73533
1848		0.5		14.353		9.73533
1849		1.65442		14.353		9.73533
1850		2.80883		14.353		9.73533
1851		3.96325		14.353		9.73533
1852		5.11766		14.353		9.73533
1853		6.27208		14.353		9.73533
1854		7.42649		14.353		9.73533
1855		8.58091		14.353		9.73533
1856		9.73533		14.353		9.73533
1857		10.8897		14.353		9.73533
1858		12.0442		14.353		9.73533
1859		13.1986		14.353		9.73533
1860		14.353		14.353		9.73533
1861		15.5074		14.353		9.73533
1862		0.5		15.5074		9.73533
1863		1.65442		15.5074		9.73533
1864		2.80883		15.5074		9.73533
1865		3.96325		15.5074		9.73533
1866		5.11766		15.5074		9.73533
1867		6.27208		15.5074		9.73533
1868		7.42649		15.5074		9.73533
1869		8.58091		15.5074		9.73533
1870		9.73533		15.5074		9.73533
1871		10.8897		15.5074		9.73533
1872		12.0442		15.5074		9.73533
1873		13.1986		15.5074		9.73533
1874		14.353		15.5074		9.73533
1875		15.5074		15.5074		9.73533
1876		0.5		16.6618		9.73533
1877		1.65442		16.6618		9.73533
1878		2.80883		16.6618		9.73533
1879		3.96325		16.6618		9.73533
1880		5.11766		16.6618		9.73533
1881		6.27208		16.6618		9.73533
1882		7.42649		16.6618		9.73533
1883		8.58091		16.6618		9.73533
1884		9.73533		16.6618		9.73533
1885		10.8897		16.6618		9.73533
1886		12.0442		16.6618		9.73533
1887		13.1986		16.6618		9.73533
1888		14.353		16.6618		9.73533
1889		15.5074		16.6618		9.73533
1890		0.5		0.5		10.8897
1891		1.65442		0.5		10.8897
1892		2.80883		0.5		10.8897
1893		3.96325		0.5		10.8897
1894		5.11766		0.5		10.8897
1895		6.27208		0.5		10.8897
1896		7.42649		0.5		10.8897
1897		8.58091		0.5		10.8897
1898		9.73533		0.5		10.8897
1899		10.8897		0.5		10.8897
1900		12.0442		0.5		10.8897
1901		13.1986		0.5		10.8897
1902		14.353		0.5		10.8897
1903		15.5074		0.5		10.8897
1904		0.5		1.65442		10.8897
1905		1.65442		1.65442		10.8897
1906		2.80883		1.65442		10.8897
1907		3.96325		1.65442		10.8897
1908		5.11766		1.65442		10.8897
1909		6.27208		1.65442		10.8897
1910		7.42649		1.65442		10.8897
1911		8.58091		1.65442		10.8897
1912		9.73533		1.65442		10.8897
1913		10.8897		1.65442		10.8897
1914		12.0442		1.65442		10.8897
1915		13.1986		1.65442		10.8897
1916		14.353		1.65442		10.8897
1917		15.5074		1.65442		10.8897
1918		0.5		2.80883		10.8897
1919		1.65442		2.80883		10.8897
1920		2.80883		2.80883		10.8897
1921		3.96325		2.80883		10.8897
1922		5.11766		2.80883		10.8897
1923		6.27208		2.80883		10.8897
1924		7.42649		2.80883		10.8897
1925		8.58091		2.80883		10.8897
1926		9.73533		2.80883		10.8897
1927		10.8897		2.80883		10.8897
1928		12.0442		2.80883		10.8897
1929		13.1986		2.80883		10.8897
1930		14.353		2.80883		10.8897
1931		15.5074		2.80883		10.8897
1932		0.5		3.96325		10.8897
1933		1.65442		3.96325		10.8897
1934		2.80883		3.96325		10.8897
1935		3.96325		3.96325		10.8897
1936		5.11766		3.96325		10.8897
1937		6.27208		3.96325		10.8897
1938		7.42649		3.96325		10.8897
1939		8.58091		3.96325		10.8897
1940		9.73533		3.96325		10.8897
1941		10.8897		3.96325		10.8897
1942		12.0442		3.96325		10.8897
1943		13.1986		3.96325		10.8897
1944		14.353		3.96325		10.8897
1945		15.5074		3.96325		10.8897
1946		0.5		5.11766		10.8897
1947		1.65442		5.11766		10.8897
1948		2.80883		5.11766		10.8897
1949		3.96325		5.11766		10.8897
1950		5.11766		5.11766		10.8897
1951		6.27208		5.11766		10.8897
1952		7.42649		5.11766		10.8897
1953		8.58091		5.11766		10.8897
1954		9.73533		5.11766		10.8897
1955		10.8897		5.11766		10.8897
1956		12.0442		5.11766		10.8897
1957		13.1986		5.11766		10.8897
1958		14.353		5.11766		10.8897
1959		15.5074		5.11766		10.8897
1960		0.5		6.27208		10.8897
1961		1.65442		6.27208		10.8897
1962		2.80883		6.27208		10.8897
1963		3.96325		6.27208		10.8897
1964		5.11766		6.27208		10.8897
1965		6.27208		6.27208		10.8897
1966		7.42649		6.27208		10.8897
1967		8.58091		6.27208		10.8897
1968		9.73533		6.27208		10.8897
1969		10.8897		6.27208		10.8897
1970		12.0442		6.27208		10.8897
1971		13.1986		6.27208		10.8897
1972		14.353		6.27208		10.8897
1973		15.5074		6.27208		10.8897
1974		0.5		7.42649		10.8897
1975		1.65442		7.42649		10.8897
1976		2.80883		7.42649		10.8897
1977		3.96325		7.42649		10.8897
1978		5.11766		7.42649		10.8897
1979		6.27208		7.42649		10.8897
1980		7.42649		7.42649		10.8897
1981		8.58091		7.42649		10.8897
1982		9.73533		7.42649		10.8897
1983		10.8897		7.42649		10.8897
1984		12.0442		7.42649		10.8897
1985		13.1986		7.42649		10.8897
1986		14.353		7.42649		10.8897
1987		15.5074		7.42649		10.8897
1988		0.5		8.58091		10.8897
1989		1.65442		8.58091		10.8897
1990		2.80883		8.58091		10.8897
1991		3.96325		8.58091		10.8897
1992		5.11766		8.58091		10.8897
1993		6.27208		8.58091		10.8897
1994		7.42649		8.58091		10.8897
1995		8.58091		8.58091		10.8897
1996		9.73533		8.58091		10.8897
1997		10.8897		8.58091		10.8897
1998		12.0442		8.58091		10.8897
1999		13.1986		8.58091		10.8897
2000		14.353		8.58091		10.8897
2001		15.5074		8.58091		10.8897
2002		0.5		9.73533		10.8897
2003		1.65442		9.73533		10.8897
2004		2.80883		9.73533		10.8897
2005		3.96325		9.73533		10.8897
2006		5.11766		9.73533		10.8897
2007		6.27208		9.73533		10.8897
2008		7.42649		9.73533		10.8897
2009		8.58091		9.73533		10.8897
2010		9.73533		9.73533		10.8897
2011		10.8897		9.73533		10.8897
2012		12.0442		9.73533		10.8897
2013		13.1986		9.73533		10.8897
2014		14.353		9.73533		10.8897
2015		15.5074		9.73533		10.8897
2016		0.5		10.8897		10.8897
2017		1.65442		10.8897		10.8897
2018		2.80883		10.8897		10.8897
2019		3.96325		10.8897		10.8897
2020		5.11766		10.8897		10.8897
2021		6.27208		10.8897		10.8897
2022		7.42649		10.8897		10.8897
2023		8.58091		10.8897		10.8897
2024		9.73533		10.8897		10.8897
2025		10.8897		10.8897		10.8897
2026		12.0442		10.8897		10.8897
2027		13.1986		10.8897		10.8897
2028		14.353		10.8897		10.8897
2029		15.5074		10.8897		10.8897
2030		0.5		12.0442		10.8897
2031		1.65442		12.0442		10.8897
2032		2.80883		12.0442		10.8897
2033		3.96325		12.0442		10.8897
2034		5.11766		12.0442		10.8897
2035		6.27208		12.0442		10.8897
2036		7.42649		12.0442		10.8897
2037		8.58091		12.0442		10.8897
2038		9.73533		12.0442		10.8897
2039		10.8897		12.0442		10.8897
2040		12.0442		12.0442		10.8897
2041		13.1986		12.0442		10.8897
2042		14.353		12.0442		10.8897
2043		15.5074		12.0442		10.8897
2044		0.5		13.1986		10.8897
2045		1.65442		13.1986		10.8897
2046		2.80883		13.1986		10.8897
2047		3.96325		13.1986		10.8897
2048		5.11766		13.1986		10.8897
2049		6.27208		13.1986		10.8897
2050		7.42649		13.1986		10.8897
2051		8.58091		13.1986		10.8897
2052		9.73533		13.1986		10.8897
2053		10.8897		13.1986		10.8897
2054		12.0442		13.1986		10.8897
2055		13.1986		13.1986		10.8897
2056		14.353		13.1986		10.8897
2057		15.5074		13.1986		10.8897
2058		0.5		14.353		10.8897
2059		1.65442		14.353		10.8897
2060		2.80883		14.353		10.8897
2061		3.96325		14.353		10.8897
2062		5.11766		14.353		10.8897
2063		6.27208		14.353		10.8897
2064		7.42649		14.353		10.8897
2065		8.58091		14.353		10.8897
2066		9.73533		14.353		10.8897
2067		10.8897		14.353		10.8897
2068		12.0442		14.353		10.8897
2069		13.1986		14.353		10.8897
2070		14.353		14.353		10.8897
2071		15.5074		14.353		10.8897
2072		0.5		15.5074		10.8897
2073		1.65442		15.5074		10.8897
2074		2.80883		15.5074		10.8897
2075		3.96325		15.5074		10.8897
2076		5.11766		15.5074		10.8897
2077		6.27208		15.5074		10.8897
2078		7.42649		15.5074		10.8897
2079		8.58091		15.5074		10.8897
2080		9.73533		15.5074		10.8897
2081		10.8897		15.5074		10.8897
2082		12.0442		15.5074		10.8897
2083		13.1986		15.5074		10.8897
2084		14.353		15.5074		10.8897
2085		15.5074		15.5074		10.8897
2086		0.5		16.6618		10.8897
2087		1.65442		16.6618		10.8897
2088		2.80883		16.6618		10.8897
2089		3.96325		16.6618		10.8897
2090		5.11766		16.6618		10.8897
2091		6.27208		16.6618		10.8897
2092		7.42649		16.6618		10.8897
2093		8.58091		16.6618		10.8897
2094		9.73533		16.6618		10.8897
2095		10.8897		16.6618		10.8897
2096		12.0442		16.6618		10.8897
2097		13.1986		16.6618		10.8897
2098		14.353		16.6618		10.8897
2099		15.5074		16.6618		10.8897
2100		0.5		0.5		12.0442
2101		1.65442		0.5		12.0442
2102		2.80883		0.5		12.0442
2103		3.96325		0.5		12.0442
2104		5.11766		0.5		12.0442
2105		6.27208		0.5		12.0442
2106		7.42649		0.5		12.0442
2107		8.58091		0.5		12.0442
2108		9.73533		0.5		12.0442
2109		10.8897		0.5		12.0442
2110		12.0442		0.5		12.0442
2111		13.1986		0.5		12.0442
2112		14.353		0.5		12.0442
2113		15.5074		0.5		12.0442
2114		0.5		1.65442		12.0442
2115		1.65442		1.65442		12.0442
2116		2.80883		1.65442		12.0442
2117		3.96325		1.65442		12.0442
2118		5.11766		1.65442		12.0442
2119		6.27208		1.65442		12.0442
2120		7.42649		1.65442		12.0442
2121		8.58091		1.65442		12.0442
2122		9.73533		1.65442		12.0442
2123		10.8897		1.65442		12.0442
2124		12.0442		1.65442		12.0442
2125		13.1986		1.65442		12.0442
2126		14.353		1.65442		12.0442
2127		15.5074		1.65442		12.0442
2128		0.5		2.80883		12.0442
2129		1.65442		2.80883		12.0442
2130		2.80883		2.80883		12.0442
2131		3.96325		2.80883		12.0442
2132		5.11766		2.80883		12.0442
2133		6.27208		2.80883		12.0442
2134		7.42649		2.80883		12.0442
2135		8.58091		2.80883		12.0442
2136		9.73533		2.80883		12.0442
2137		10.8897		2.80883		12.0442
2138		12.0442		2.80883		12.0442
2139		13.1986		2.80883		12.0442
2140		14.353		2.80883		12.0442
2141		15.5074		2.80883		12.0442
2142		0.5		3.96325		12.0442
2143		1.65442		3.96325		12.0442
2144		2.80883		3.96325		12.0442
2145		3.96325		3.96325		12.0442
2146		5.11766		3.96325		12.0442
2147		6.27208		3.96325		12.0442
2148		7.42649		3.96325		12.0442
2149		8.58091		3.96325		12.0442
2150		9.73533		3.96325		12.0442
2151		10.8897		3.96325		12.0442
2152		12.0442		3.96325		12.0442
2153		13.1986		3.96325		12.0442
2154		14.353		3.96325		12.0442
2155		15.5074		3.96325		12.0442
2156		0.5		5.11766		12.0442
2157		1.65442		5.11766		12.0442
2158		2.80883		5.11766		12.0442
2159		3.96325		5.11766		12.0442
2160		5.11766		5.11766		12.0442
2161		6.27208		5.11766		12.0442
2162		7.42649		5.11766		12.0442
2163		8.58091		5.11766		12.0442
2164		9.73533		5.11766		12.0442
2165		10.8897		5.11766		12.0442
2166		12.0442		5.11766		12.0442
2167		13.1986		5.11766		12.0442
2168		14.353		5.11766		12.0442
2169		15.5074		5.11766		12.0442
2170		0.5		6.27208		12.0442
2171		1.65442		6.27208		12.0442
2172		2.80883		6.27208		12.0442
2173		3.96325		6.27208		12.0442
2174		5.11766		6.27208		12.0442
2175		6.27208		6.27208		12.0442
2176		7.42649		6.27208		12.0442
2177		8.58091		6.27208		12.0442
2178		9.73533		6.27208		12.0442
2179		10.8897		6.27208		12.0442
2180		12.0442		6.27208		12.0442
2181		13.1986		6.27208		12.0442
2182		14.353		6.27208		12.0442
2183		15.5074		6.27208		12.0442
2184		0.5		7.42649		12.0442
2185		1.65442		7.42649		12.0442
2186		2.80883		7.42649		12.0442
2187		3.96325		7.42649		12.0442
2188		5.11766		7.42649		12.0442
2189		6.27208		7.42649		12.0442
2190		7.42649		7.42649		12.0442
2191		8.58091		7.42649		12.0442
2192		9.73533		7.42649		12.0442
2193		10.8897		7.42649		12.0442
2194		12.0442		7.42649		12.0442
2195		13.1986		7.42649		12.0442
2196		14.353		7.42649		12.0442
2197		15.5074		7.42649		12.0442
2198		0.5		8.58091		12.0442
2199		1.65442		8.58091		12.0442
2200		2.80883		8.58091		12.0442
2201		3.96325		8.58091		12.0442
2202		5.11766		8.58091		12.0442
2203		6.27208		8.58091		12.0442
2204		7.42649		8.58091		12.0442
2205		8.58091		8.58091		12.0442
2206		9.73533		8.58091		12.0442
2207		10.8897		8.58091		12.0442
2208		12.0442		8.58091		12.0442
2209		13.1986		8.58091		12.0442
2210		14.353		8.58091		12.0442
2211		15.5074		8.58091		12.0442
2212		0.5		9.73533		12.0442
2213		1.65442		9.73533		12.0442
2214		2.80883		9.73533		12.0442
2215		3.96325		9.73533		12.0442
2216		5.11766		9.73533		12.0442
2217		6.27208		9.73533		12.0442
2218		7.42649		9.73533		12.0442
2219		8.58091		9.73533		12.0442
2220		9.73533		9.73533		12.0442
2221		10.8897		9.73533		12.0442
2222		12.0442		9.73533		12.0442
2223		13.1986		9.73533		12.0442
2224		14.353		9.73533		12.0442
2225		15.5074		9.73533		12.0442
2226		0.5		10.8897		12.0442
2227		1.65442		10.8897		12.0442
2228		2.80883		10.8897		12.0442
2229		3.96325		10.8897		12.0442
2230		5.11766		10.8897		12.0442
2231		6.27208		10.8897		12.0442
2232		7.42649		10.8897		12.0442
2233		8.58091		10.8897		12.0442
2234		9.73533		10.8897		12.0442
2235		10.8897		10.8897		12.0442
2236		12.0442		10.8897		12.0442
2237		13.1986		10.8897		12.0442
2238		14.353		10.8897		12.0442
2239		15.5074		10.8897		12.0442
2240		0.5		12.0442		12.0442
2241		1.65442		12.0442		12.0442
2242		2.80883		12.0442		12.0442
2243		3.96325		12.0442		12.0442
2244		5.11766		12.0442		12.0442
2245		6.27208		12.0442		12.0442
2246		7.42649		12.0442		12.0442
2247		8.58091		12.0442		12.0442
2248		9.73533		12.0442		12.0442
2249		10.8897		12.0442		12.0442
2250		12.0442		12.0442		12.0442
2251		13.1986		12.0442		12.0442
2252		14.353		12.0442		12.0442
2253		15.5074		12.0442		12.0442
2254		0.5		13.1986		12.0442
2255		1.65442		13.1986		12.0442
2256		2.80883		13.1986		12.0442
2257		3.96325		13.1986		12.0442
2258		5.11766		13.1986		12.0442
2259		6.27208		13.1986		12.0442
2260		7.42649		13.1986		12.0442
2261		8.58091		13.1986		12.0442
2262		9.73533		13.1986		12.0442
2263		10.8897		13.1986		12.0442
2264		12.0442		13.1986		12.0442
2265		13.1986		13.1986		12.0442
2266		14.353		13.1986		12.0442
2267		15.5074		13.1986		12.0442
2268		0.5		14.353		12.0442
2269		1.65442		14.353		12.0442
2270		2.80883		14.353		12.0442
2271		3.96325		14.353		12.0442
2272		5.11766		14.353		12.0442
2273		6.27208		14.353		12.0442
2274		7.42649		14.353		12.0442
2275		8.58091		14.353		12.0442
2276		9.73533		14.353		12.0442
2277		10.8897		14.353		12.0442
2278		12.0442		14.353		12.0442
2279		13.1986		14.353		12.0442
2280		14.353		14.353		12.0442
2281		15.5074		14.353		12.0442
2282		0.5		15.5074		12.0442
2283		1.65442		15.5074		12.0442
2284		2.80883		15.5074		12.0442
2285		3.96325		15.5074		12.0442
2286		5.11766		15.5074		12.0442
2287		6.27208		15.5074		12.0442
2288		7.42649		15.5074		12.0442
2289		8.58091		15.5074		12.0442
2290		9.73533		15.5074		12.0442
2291		10.8897		15.5074		12.0442
2292		12.0442		15.5074		12.0442
2293		13.1986		15.5074		12.0442
2294		14.353		15.5074		12.0442
2295		15.5074		15.5074		12.0442
2296		0.5		16.6618		12.0442
2297		1.65442		16.6618		12.0442
2298		2.80883		16.6618		12.0442
2299		3.96325		16.6618		12.0442
2300		5.11766		16.6618		12.0442
2301		6.27208		16.6618		12.0442
2302		7.42649		16.6618		12.0442
2303		8.58091		16.6618		12.0442
2304		9.73533		16.6618		12.0442
2305		10.8897		16.6618		12.0442
2306		12.0442		16.6618		12.0442
2307		13.1986		16.6618		12.0442
2308		14.353		16.6618		12.0442
2309		15.5074		16.6618		12.0442
2310		0.5		0.5		13.1986
2311		1.65442		0.5		13.1986
2312		2.80883		0.5		13.1986
2313		3.96325		0.5		13.1986
2314		5.11766		0.5		13.1986
2315		6.27208		0.5		13.1986
2316		7.42649		0.5		13.1986
2317		8.58091		0.5		13.1986
2318		9.73533		0.5		13.1986
2319		10.8897		0.5		13.1986
2320		12.0442		0.5		13.1986
2321		13.1986		0.5		13.1986
2322		14.353		0.5		13.1986
2323		15.5074		0.5		13.1986
2324		0.5		1.65442		13.1986
2325		1.65442		1.65442		13.1986
2326		2.80883		1.65442		13.1986
2327		3.96325		1.65442		13.1986
2328		5.11766		1.65442		13.1986
2329		6.27208		1.65442		13.1986
2330		7.42649		1.65442		13.1986
2331		8.58091		1.65442		13.1986
2332		9.73533		1.65442		13.1986
2333		10.8897		1.65442		13.1986
2334		12.0442		1.65442		13.1986
2335		13.1986		1.65442		13.1986
2336		14.353		1.65442		13.1986
2337		15.5074		1.65442		13.1986
2338		0.5		2.80883		13.1986
2339		1.65442		2.80883		13.1986
2340		2.80883		2.80883		13.1986
2341		3.96325		2.80883		13.1986
2342		5.11766		2.80883		13.1986
2343		6.27208		2.80883		13.1986
2344		7.42649		2.80883		13.1986
2345		8.58091		2.80883		13.1986
2346		9.73533		2.80883		13.1986
2347		10.8897		2.80883		13.1986
2348		12.0442		2.80883		13.1986
2349		13.1986		2.80883		13.1986
2350		14.353		2.80883		13.1986
2351		15.5074		2.80883		13.1986
2352		0.5		3.96325		13.1986
2353		1.65442		3.96325		13.1986
2354		2.80883		3.96325		13.1986
2355		3.96325		3.96325		13.1986
2356		5.11766		3.96325		13.1986
2357		6.27208		3.96325		13.1986
2358		7.42649		3.96325		13.1986
2359		8.58091		3.96325		13.1986
2360		9.73533		3.96325		13.1986
2361		10.8897		3.96325		13.1986
2362		12.0442		3.96325		13.1986
2363		13.1986		3.96325		13.1986
2364		14.353		3.96325		13.1986
2365		15.5074		3.96325		13.1986
2366		0.5		5.11766		13.1986
2367		1.65442		5.11766		13.1986
2368		2.80883		5.11766		13.1986
2369		3.96325		5.11766		13.1986
2370		5.11766		5.11766		13.1986
2371		6.27208		5.11766		13.1986
2372		7.42649		5.11766		13.1986
2373		8.58091		5.11766		13.1986
2374		9.73533		5.11766		13.1986
2375		10.8897		5.11766		13.1986
2376		12.0442		5.11766		13.1986
2377		13.1986		5.11766		13.1986
2378		14.353		5.11766		13.1986
2379		15.5074		5.11766		13.1986
2380		0.5		6.27208		13.1986
2381		1.65442		6.27208		13.1986
2382		2.80883		6.27208		13.1986
2383		3.96325		6.27208		13.1986
2384		5.11766		6.27208		13.1986
2385		6.27208		6.27208		13.1986
2386		7.42649		6.27208		13.1986
2387		8.58091		6.27208		13.1986
2388		9.73533		6.27208		13.1986
2389		10.8897		6.27208		13.1986
2390		12.0442		6.27208		13.1986
2391		13.1986		6.27208		13.1986
2392		14.353		6.27208		13.1986
2393		15.5074		6.27208		13.1986
2394		0.5		7.42649		13.1986
2395		1.65442		7.42649		13.1986
2396		2.80883		7.42649		13.1986
2397		3.96325		7.42649		13.1986
2398		5.11766		7.42649		13.1986
2399		6.27208		7.42649		13.1986
2400		7.42649		7.42649		13.1986
2401		8.58091		7.42649		13.1986
2402		9.73533		7.42649		13.1986
2403		10.8897		7.42649		13.1986
2404		12.0442		7.42649		13.1986
2405		13.1986		7.42649		13.1986
2406		14.353		7.42649		13.1986
2407		15.5074		7.42649		13.1986
2408		0.5		8.58091		13.1986
2409		1.65442		8.58091		13.1986
2410		2.80883		8.58091		13.1986
2411		3.96325		8.58091		13.1986
2412		5.11766		8.58091		13.1986
2413		6.27208		8.58091		13.1986
2414		7.42649		8.58091		13.1986
2415		8.58091		8.58091		13.1986
2416		9.73533		8.58091		13.1986
2417		10.8897		8.58091		13.1986
2418		12.0442		8.58091		13.1986
2419		13.1986		8.58091		13.1986
2420		14.353		8.58091		13.1986
2421		15.5074		8.58091		13.1986
2422		0.5		9.73533		13.1986
2423		1.65442		9.73533		13.1986
